ID,Fuel_Type,Monthly_Distance_Km,Body_Type,Sex,Diet,Social_Activity,Transport,Vehicle_Type,Air_Travel,Waste_Bag_Size,Waste_Bag_Weekly_Count,Energy_Efficiency,TV_PC_Usage,New_Clothes_Monthly,Transport_Emissions,Energy_Emissions,Diet_Emissions,Waste_Emissions,Total_Emissions
7202,Electric,787,Normal,Male,Vegetarian,Often,Private,Electric,Never,Medium,7,No,7,9,94.44,147,108,2.8,352.24
7203,Diesel,1205,Underweight,Female,Pescatarian,Often,Walk/Bicycle,Petrol,Very Frequently,Extra Large,6,No,3,18,215.2933333,63,162,2.4,442.6933333
7204,CNG,2543,Normal,Male,Vegan,Never,Walk/Bicycle,None,Very Frequently,Small,3,No,9,23,343.305,189,63,1.2,596.505
7205,CNG,1984,Normal,Male,Vegetarian,Often,Walk/Bicycle,None,Very Frequently,Extra Large,7,Yes,20,22,267.84,420,108,2.8,798.64
7206,Petrol,714,Obese,Female,Pescatarian,Never,Public,None,Never,Small,2,No,19,0,137.445,399,162,0.8,699.245
7207,Diesel,1804,Normal,Female,Pescatarian,No,Walk/Bicycle,Diesel,Very Frequently,Small,0,No,14,15,322.3146667,294,162,0,778.3146667
7208,Electric,2477,Obese,Female,Pescatarian,Never,Walk/Bicycle,Diesel,Never,Small,3,No,22,3,297.24,462,162,1.2,922.44
7209,CNG,1982,Normal,Female,Vegetarian,Often,Public,Petrol,Never,Extra Large,5,No,14,22,267.57,294,108,2,671.57
7210,Electric,2324,Normal,Female,Vegetarian,Never,Private,Diesel,Very Frequently,Large,5,No,18,27,278.88,378,108,2,766.88
7211,Petrol,843,Obese,Female,Pescatarian,Never,Walk/Bicycle,None,Rarely,Medium,3,No,9,11,162.2775,189,162,1.2,514.4775
7212,Diesel,693,Obese,Female,Vegan,Never,Public,Petrol,Never,Extra Large,7,No,1,12,123.816,21,63,2.8,210.616
7213,Diesel,657,Overweight,Male,Vegetarian,Never,Private,Petrol,Never,Large,8,No,15,20,117.384,315,108,3.2,543.584
7214,CNG,964,Normal,Female,Vegetarian,Often,Walk/Bicycle,None,Rarely,Medium,1,No,19,2,130.14,399,108,0.4,637.54
7215,Diesel,2651,Obese,Female,Vegan,No,Private,CNG,Very Frequently,Extra Large,2,Yes,4,15,473.6453333,84,63,0.8,621.4453333
7216,CNG,2581,Normal,Female,Omnivore,Often,Walk/Bicycle,None,Frequently,Extra Large,7,No,16,1,348.435,336,225,2.8,912.235
7217,Petrol,2249,Normal,Female,Vegan,Often,Walk/Bicycle,Petrol,Rarely,Large,0,No,2,8,432.9325,42,63,0,537.9325
7218,Diesel,2872,Normal,Female,Pescatarian,No,Private,CNG,Very Frequently,Extra Large,0,No,7,25,513.1306667,147,162,0,822.1306667
7219,CNG,1091,Underweight,Male,Vegetarian,Often,Private,None,Never,Medium,6,Yes,10,5,147.285,210,108,2.4,467.685
7220,Electric,2688,Overweight,Male,Vegetarian,No,Private,None,Rarely,Large,9,Yes,4,9,322.56,84,108,3.6,518.16
7221,CNG,1554,Underweight,Male,Vegetarian,No,Walk/Bicycle,CNG,Never,Extra Large,6,No,16,16,209.79,336,108,2.4,656.19
7222,Diesel,1383,Overweight,Male,Vegetarian,Never,Walk/Bicycle,CNG,Rarely,Medium,6,No,3,4,247.096,63,108,2.4,420.496
7223,Petrol,562,Normal,Male,Omnivore,Often,Public,Electric,Frequently,Extra Large,4,No,23,11,108.185,483,225,1.6,817.785
7224,Diesel,1610,Normal,Male,Vegetarian,No,Public,CNG,Never,Large,6,No,7,22,287.6533333,147,108,2.4,545.0533333
7225,Diesel,803,Obese,Male,Vegetarian,Often,Public,Diesel,Very Frequently,Extra Large,8,Yes,1,7,143.4693333,21,108,3.2,275.6693333
7226,CNG,1584,Overweight,Female,Omnivore,Often,Walk/Bicycle,CNG,Rarely,Medium,5,No,15,20,213.84,315,225,2,755.84
7227,Electric,895,Overweight,Female,Pescatarian,No,Private,Petrol,Rarely,Small,5,No,8,11,107.4,168,162,2,439.4
7228,Diesel,833,Underweight,Female,Pescatarian,Never,Public,CNG,Rarely,Extra Large,2,Yes,16,11,148.8293333,336,162,0.8,647.6293333
7229,Electric,910,Overweight,Female,Omnivore,No,Walk/Bicycle,None,Never,Extra Large,6,No,9,28,109.2,189,225,2.4,525.6
7230,CNG,2831,Normal,Female,Pescatarian,Never,Private,Diesel,Very Frequently,Medium,5,No,23,9,382.185,483,162,2,1029.185
7231,Electric,965,Obese,Female,Pescatarian,No,Public,CNG,Rarely,Medium,4,No,23,27,115.8,483,162,1.6,762.4
7232,CNG,579,Underweight,Male,Vegan,No,Private,Diesel,Never,Large,2,No,12,12,78.165,252,63,0.8,393.965
7233,Petrol,1600,Obese,Female,Vegan,Never,Private,Electric,Never,Small,2,Yes,21,25,308,441,63,0.8,812.8
7234,Electric,2477,Overweight,Female,Vegan,Never,Public,Diesel,Frequently,Large,5,Yes,16,0,297.24,336,63,2,698.24
7235,Electric,1232,Overweight,Female,Omnivore,Often,Public,None,Very Frequently,Medium,5,No,11,27,147.84,231,225,2,605.84
7236,Petrol,2317,Underweight,Male,Vegetarian,No,Walk/Bicycle,Electric,Frequently,Medium,4,Yes,8,1,446.0225,168,108,1.6,723.6225
7237,Electric,2063,Overweight,Male,Omnivore,Often,Private,CNG,Rarely,Medium,2,No,14,19,247.56,294,225,0.8,767.36
7238,Petrol,1884,Obese,Male,Omnivore,Often,Public,Diesel,Never,Medium,1,Yes,9,14,362.67,189,225,0.4,777.07
7239,Diesel,2624,Normal,Female,Omnivore,Never,Public,Electric,Rarely,Large,3,No,18,29,468.8213333,378,225,1.2,1073.021333
7240,CNG,1687,Underweight,Female,Omnivore,Never,Private,CNG,Never,Small,3,Yes,16,9,227.745,336,225,1.2,789.945
7241,Petrol,1698,Overweight,Female,Vegan,Often,Private,CNG,Never,Medium,9,No,6,0,326.865,126,63,3.6,519.465
7242,Electric,2111,Obese,Male,Omnivore,Never,Private,Diesel,Very Frequently,Large,1,Yes,13,19,253.32,273,225,0.4,751.72
7243,Petrol,2792,Normal,Male,Vegan,No,Public,Diesel,Rarely,Large,8,No,12,28,537.46,252,63,3.2,855.66
7244,Electric,621,Overweight,Female,Vegetarian,Never,Public,Electric,Very Frequently,Large,2,No,20,21,74.52,420,108,0.8,603.32
7245,Diesel,684,Underweight,Male,Pescatarian,Never,Walk/Bicycle,Diesel,Never,Large,0,No,1,29,122.208,21,162,0,305.208
7246,Petrol,531,Overweight,Female,Vegan,No,Private,CNG,Rarely,Large,4,Yes,15,21,102.2175,315,63,1.6,481.8175
7247,Diesel,1497,Overweight,Male,Omnivore,Never,Public,None,Never,Medium,9,Yes,16,17,267.464,336,225,3.6,832.064
7248,CNG,2486,Overweight,Male,Vegetarian,Often,Public,Electric,Rarely,Medium,2,No,5,0,335.61,105,108,0.8,549.41
7249,Electric,1068,Normal,Male,Omnivore,Often,Private,None,Rarely,Small,5,Yes,0,11,128.16,0,225,2,355.16
7250,Electric,2857,Normal,Female,Vegetarian,Often,Public,None,Frequently,Small,0,No,5,7,342.84,105,108,0,555.84
7251,Diesel,1895,Overweight,Male,Pescatarian,Never,Private,CNG,Frequently,Small,9,No,0,24,338.5733333,0,162,3.6,504.1733333
7252,CNG,2179,Overweight,Female,Vegetarian,Never,Public,None,Very Frequently,Small,3,No,22,8,294.165,462,108,1.2,865.365
7253,Petrol,1329,Underweight,Female,Vegetarian,Never,Private,Petrol,Never,Extra Large,0,Yes,22,22,255.8325,462,108,0,825.8325
7254,Petrol,2119,Overweight,Female,Pescatarian,Often,Private,Electric,Very Frequently,Large,0,No,9,27,407.9075,189,162,0,758.9075
7255,Electric,1579,Obese,Male,Pescatarian,Never,Public,CNG,Rarely,Large,9,No,19,19,189.48,399,162,3.6,754.08
7256,Diesel,1290,Obese,Male,Vegetarian,No,Private,Diesel,Very Frequently,Large,7,No,22,1,230.48,462,108,2.8,803.28
7257,Diesel,1493,Underweight,Male,Omnivore,Never,Walk/Bicycle,CNG,Rarely,Extra Large,9,No,23,15,266.7493333,483,225,3.6,978.3493333
7258,Petrol,577,Normal,Female,Vegan,Often,Walk/Bicycle,Diesel,Very Frequently,Large,3,No,7,22,111.0725,147,63,1.2,322.2725
7259,CNG,607,Overweight,Male,Omnivore,No,Private,CNG,Very Frequently,Large,9,No,15,21,81.945,315,225,3.6,625.545
7260,CNG,1796,Underweight,Male,Vegan,No,Walk/Bicycle,Petrol,Rarely,Large,2,No,11,28,242.46,231,63,0.8,537.26
7261,Petrol,2562,Normal,Female,Pescatarian,Often,Public,Electric,Rarely,Large,5,Yes,18,13,493.185,378,162,2,1035.185
7262,Petrol,869,Underweight,Female,Omnivore,No,Public,None,Very Frequently,Large,9,Yes,13,29,167.2825,273,225,3.6,668.8825
7263,Diesel,2752,Normal,Female,Pescatarian,No,Private,CNG,Rarely,Small,8,Yes,7,22,491.6906667,147,162,3.2,803.8906667
7264,CNG,2504,Overweight,Male,Vegetarian,No,Public,Electric,Very Frequently,Extra Large,5,No,18,0,338.04,378,108,2,826.04
7265,Petrol,2203,Underweight,Male,Vegetarian,No,Public,Electric,Never,Medium,0,No,14,13,424.0775,294,108,0,826.0775
7266,Petrol,940,Overweight,Female,Omnivore,No,Walk/Bicycle,Electric,Frequently,Small,7,Yes,4,19,180.95,84,225,2.8,492.75
7267,Electric,726,Underweight,Male,Pescatarian,Never,Public,Electric,Rarely,Extra Large,0,No,16,16,87.12,336,162,0,585.12
7268,Petrol,2901,Normal,Female,Omnivore,Often,Public,Electric,Rarely,Large,2,Yes,22,22,558.4425,462,225,0.8,1246.2425
7269,Petrol,1122,Underweight,Male,Omnivore,Often,Walk/Bicycle,None,Very Frequently,Extra Large,8,No,13,5,215.985,273,225,3.2,717.185
7270,CNG,1524,Obese,Female,Vegan,Never,Private,None,Rarely,Large,3,Yes,14,25,205.74,294,63,1.2,563.94
7271,Diesel,2076,Obese,Male,Vegetarian,Never,Private,CNG,Never,Large,7,No,7,7,370.912,147,108,2.8,628.712
7272,CNG,2143,Underweight,Female,Omnivore,Often,Walk/Bicycle,Diesel,Frequently,Extra Large,8,Yes,3,17,289.305,63,225,3.2,580.505
7273,Diesel,1684,Obese,Female,Vegetarian,Often,Walk/Bicycle,CNG,Frequently,Medium,7,No,6,7,300.8746667,126,108,2.8,537.6746667
7274,Electric,660,Overweight,Female,Vegan,Never,Public,Electric,Rarely,Large,5,No,6,7,79.2,126,63,2,270.2
7275,Petrol,1370,Obese,Male,Pescatarian,Never,Public,Diesel,Never,Large,8,Yes,21,1,263.725,441,162,3.2,869.925
7276,Electric,2245,Obese,Male,Omnivore,No,Private,CNG,Frequently,Small,5,No,4,15,269.4,84,225,2,580.4
7277,Diesel,1674,Overweight,Male,Vegetarian,Never,Private,Diesel,Frequently,Extra Large,4,No,9,12,299.088,189,108,1.6,597.688
7278,CNG,943,Overweight,Female,Omnivore,Never,Walk/Bicycle,None,Never,Extra Large,7,No,19,26,127.305,399,225,2.8,754.105
7279,CNG,2290,Normal,Female,Pescatarian,No,Public,Electric,Frequently,Extra Large,3,No,4,26,309.15,84,162,1.2,556.35
7280,Electric,1994,Overweight,Female,Omnivore,No,Walk/Bicycle,Diesel,Very Frequently,Small,2,Yes,22,13,239.28,462,225,0.8,927.08
7281,Diesel,962,Underweight,Female,Omnivore,Often,Private,Petrol,Never,Extra Large,3,No,23,6,171.8773333,483,225,1.2,881.0773333
7282,Electric,972,Obese,Female,Vegetarian,Often,Private,Electric,Frequently,Extra Large,8,No,3,2,116.64,63,108,3.2,290.84
7283,Electric,579,Normal,Female,Pescatarian,Never,Walk/Bicycle,None,Never,Large,3,Yes,20,20,69.48,420,162,1.2,652.68
7284,Petrol,1562,Overweight,Female,Vegan,No,Public,None,Rarely,Medium,6,Yes,10,28,300.685,210,63,2.4,576.085
7285,Electric,739,Obese,Female,Pescatarian,No,Public,CNG,Frequently,Medium,0,Yes,5,7,88.68,105,162,0,355.68
7286,Petrol,1056,Underweight,Female,Pescatarian,Often,Walk/Bicycle,Petrol,Frequently,Small,5,No,14,0,203.28,294,162,2,661.28
7287,Petrol,1089,Underweight,Male,Vegan,Often,Private,Diesel,Very Frequently,Extra Large,7,No,10,16,209.6325,210,63,2.8,485.4325
7288,CNG,1860,Normal,Female,Omnivore,Never,Walk/Bicycle,CNG,Very Frequently,Small,6,No,21,25,251.1,441,225,2.4,919.5
7289,Petrol,2384,Underweight,Male,Vegetarian,No,Walk/Bicycle,None,Frequently,Medium,4,Yes,6,28,458.92,126,108,1.6,694.52
7290,Petrol,2475,Obese,Female,Omnivore,Often,Public,Diesel,Never,Small,3,No,23,7,476.4375,483,225,1.2,1185.6375
7291,CNG,1803,Overweight,Male,Omnivore,Never,Private,None,Frequently,Large,1,No,18,5,243.405,378,225,0.4,846.805
7292,Electric,1639,Underweight,Female,Vegan,Never,Private,None,Very Frequently,Large,0,Yes,4,18,196.68,84,63,0,343.68
7293,Diesel,2816,Overweight,Male,Vegan,Never,Public,Petrol,Very Frequently,Large,0,Yes,3,10,503.1253333,63,63,0,629.1253333
7294,Diesel,2439,Obese,Female,Omnivore,Often,Private,Electric,Frequently,Extra Large,4,Yes,0,7,435.768,0,225,1.6,662.368
7295,Diesel,834,Obese,Female,Pescatarian,Often,Private,Diesel,Never,Large,8,No,15,7,149.008,315,162,3.2,629.208
7296,Electric,811,Overweight,Female,Vegetarian,Often,Public,Petrol,Frequently,Small,6,Yes,11,24,97.32,231,108,2.4,438.72
7297,Petrol,1576,Obese,Male,Pescatarian,Often,Private,None,Frequently,Large,1,Yes,19,9,303.38,399,162,0.4,864.78
7298,Diesel,533,Normal,Female,Omnivore,Often,Private,None,Never,Extra Large,5,No,17,9,95.22933333,357,225,2,679.2293333
7299,Electric,2341,Underweight,Male,Omnivore,No,Walk/Bicycle,Petrol,Never,Large,9,No,19,21,280.92,399,225,3.6,908.52
7300,Petrol,885,Normal,Male,Vegetarian,No,Private,Diesel,Never,Large,6,No,1,27,170.3625,21,108,2.4,301.7625
7301,CNG,748,Normal,Male,Pescatarian,No,Walk/Bicycle,None,Frequently,Extra Large,7,No,12,22,100.98,252,162,2.8,517.78
7302,Diesel,1634,Normal,Male,Omnivore,No,Walk/Bicycle,Diesel,Rarely,Extra Large,8,Yes,11,12,291.9413333,231,225,3.2,751.1413333
7303,Petrol,1933,Overweight,Male,Omnivore,Never,Walk/Bicycle,Petrol,Never,Large,2,No,3,26,372.1025,63,225,0.8,660.9025
7304,Diesel,1702,Overweight,Female,Vegan,Never,Public,None,Frequently,Medium,1,Yes,3,21,304.0906667,63,63,0.4,430.4906667
7305,Diesel,1293,Obese,Male,Vegetarian,No,Public,CNG,Rarely,Large,6,No,12,2,231.016,252,108,2.4,593.416
7306,Diesel,1351,Overweight,Male,Vegan,Often,Private,CNG,Very Frequently,Small,7,No,2,24,241.3786667,42,63,2.8,349.1786667
7307,Petrol,875,Obese,Male,Vegan,No,Walk/Bicycle,None,Rarely,Extra Large,8,No,20,16,168.4375,420,63,3.2,654.6375
7308,Electric,1223,Overweight,Male,Vegan,No,Private,Electric,Never,Large,9,No,16,20,146.76,336,63,3.6,549.36
7309,Petrol,2110,Obese,Female,Omnivore,Never,Private,None,Never,Medium,4,Yes,6,21,406.175,126,225,1.6,758.775
7310,Diesel,2413,Underweight,Female,Pescatarian,Often,Private,None,Never,Large,8,No,12,14,431.1226667,252,162,3.2,848.3226667
7311,Petrol,701,Obese,Female,Vegan,Never,Private,None,Very Frequently,Small,0,No,14,5,134.9425,294,63,0,491.9425
7312,CNG,2992,Underweight,Male,Pescatarian,Often,Private,Petrol,Never,Extra Large,8,Yes,13,16,403.92,273,162,3.2,842.12
7313,Electric,2442,Obese,Male,Omnivore,Never,Walk/Bicycle,None,Never,Small,9,Yes,15,23,293.04,315,225,3.6,836.64
7314,Petrol,2844,Overweight,Male,Vegan,No,Walk/Bicycle,None,Frequently,Medium,4,No,16,29,547.47,336,63,1.6,948.07
7315,CNG,1831,Overweight,Female,Omnivore,Often,Walk/Bicycle,Petrol,Frequently,Small,1,No,15,0,247.185,315,225,0.4,787.585
7316,Electric,992,Underweight,Male,Vegan,Never,Walk/Bicycle,None,Very Frequently,Small,5,No,15,2,119.04,315,63,2,499.04
7317,CNG,837,Normal,Female,Vegan,No,Public,CNG,Never,Extra Large,0,No,0,7,112.995,0,63,0,175.995
7318,Electric,2468,Normal,Male,Omnivore,Never,Walk/Bicycle,CNG,Frequently,Small,6,No,13,28,296.16,273,225,2.4,796.56
7319,Petrol,2365,Obese,Male,Vegetarian,Never,Walk/Bicycle,None,Never,Medium,6,Yes,1,7,455.2625,21,108,2.4,586.6625
7320,CNG,1291,Overweight,Female,Vegetarian,Never,Walk/Bicycle,Petrol,Never,Medium,9,Yes,21,10,174.285,441,108,3.6,726.885
7321,Diesel,2016,Normal,Male,Pescatarian,No,Public,None,Rarely,Extra Large,7,No,8,15,360.192,168,162,2.8,692.992
7322,CNG,2522,Overweight,Female,Pescatarian,Often,Private,None,Never,Medium,0,No,18,26,340.47,378,162,0,880.47
7323,Electric,2864,Overweight,Male,Omnivore,Never,Public,Diesel,Rarely,Medium,1,No,4,0,343.68,84,225,0.4,653.08
7324,Petrol,1441,Overweight,Female,Omnivore,No,Walk/Bicycle,Electric,Frequently,Medium,0,Yes,23,10,277.3925,483,225,0,985.3925
7325,Electric,2622,Obese,Male,Omnivore,Never,Walk/Bicycle,Petrol,Never,Medium,7,No,9,28,314.64,189,225,2.8,731.44
7326,CNG,558,Underweight,Male,Vegetarian,Often,Public,Electric,Rarely,Medium,7,Yes,5,16,75.33,105,108,2.8,291.13
7327,CNG,2933,Obese,Male,Vegetarian,Never,Private,Diesel,Rarely,Medium,2,No,2,12,395.955,42,108,0.8,546.755
7328,Diesel,2562,Normal,Male,Vegan,No,Public,Electric,Frequently,Medium,9,No,1,23,457.744,21,63,3.6,545.344
7329,Petrol,1754,Underweight,Male,Vegan,Never,Public,None,Rarely,Large,1,No,18,1,337.645,378,63,0.4,779.045
7330,Petrol,2746,Normal,Female,Omnivore,Never,Walk/Bicycle,CNG,Never,Medium,8,Yes,5,4,528.605,105,225,3.2,861.805
7331,CNG,1877,Underweight,Female,Omnivore,Often,Public,Petrol,Never,Extra Large,4,Yes,20,23,253.395,420,225,1.6,899.995
7332,Petrol,534,Underweight,Male,Pescatarian,Often,Public,Petrol,Rarely,Large,8,No,23,20,102.795,483,162,3.2,750.995
7333,Diesel,661,Obese,Female,Vegetarian,Often,Public,None,Never,Medium,1,No,9,11,118.0986667,189,108,0.4,415.4986667
7334,Electric,1394,Overweight,Female,Omnivore,Never,Public,Electric,Never,Medium,5,No,17,14,167.28,357,225,2,751.28
7335,Petrol,970,Overweight,Female,Vegetarian,No,Public,Petrol,Very Frequently,Extra Large,0,No,13,6,186.725,273,108,0,567.725
7336,CNG,1946,Underweight,Female,Omnivore,Never,Public,Diesel,Rarely,Medium,6,Yes,1,29,262.71,21,225,2.4,511.11
7337,Electric,847,Obese,Male,Vegan,Never,Walk/Bicycle,Diesel,Frequently,Large,3,Yes,3,5,101.64,63,63,1.2,228.84
7338,Electric,1193,Normal,Female,Omnivore,Never,Walk/Bicycle,Electric,Frequently,Large,6,No,14,4,143.16,294,225,2.4,664.56
7339,Diesel,1434,Normal,Female,Vegan,Never,Walk/Bicycle,Diesel,Never,Extra Large,8,No,20,14,256.208,420,63,3.2,742.408
7340,CNG,1412,Overweight,Male,Pescatarian,Often,Walk/Bicycle,CNG,Rarely,Medium,0,No,22,26,190.62,462,162,0,814.62
7341,Petrol,646,Overweight,Male,Pescatarian,Often,Public,None,Never,Extra Large,0,No,22,2,124.355,462,162,0,748.355
7342,CNG,2211,Normal,Male,Pescatarian,Often,Public,Petrol,Never,Medium,6,No,5,21,298.485,105,162,2.4,567.885
7343,Electric,1174,Normal,Male,Omnivore,Often,Public,None,Rarely,Large,9,No,5,8,140.88,105,225,3.6,474.48
7344,CNG,1939,Obese,Male,Pescatarian,No,Public,Electric,Frequently,Medium,1,No,8,29,261.765,168,162,0.4,592.165
7345,Petrol,2017,Normal,Male,Omnivore,Never,Walk/Bicycle,None,Very Frequently,Medium,7,No,19,22,388.2725,399,225,2.8,1015.0725
7346,Petrol,1779,Obese,Male,Vegetarian,Never,Walk/Bicycle,Petrol,Very Frequently,Large,3,Yes,17,25,342.4575,357,108,1.2,808.6575
7347,Diesel,1185,Overweight,Male,Vegan,Never,Public,Petrol,Never,Large,6,No,22,16,211.72,462,63,2.4,739.12
7348,Petrol,1626,Normal,Female,Vegetarian,No,Public,Electric,Very Frequently,Large,9,No,21,20,313.005,441,108,3.6,865.605
7349,Petrol,620,Overweight,Male,Omnivore,No,Public,Petrol,Frequently,Medium,1,Yes,3,22,119.35,63,225,0.4,407.75
7350,CNG,2966,Underweight,Female,Pescatarian,Often,Public,Diesel,Never,Extra Large,7,No,0,13,400.41,0,162,2.8,565.21
7351,CNG,2897,Underweight,Male,Vegan,Never,Private,None,Rarely,Large,5,No,3,6,391.095,63,63,2,519.095
7352,Electric,541,Underweight,Male,Pescatarian,Never,Private,CNG,Very Frequently,Medium,0,No,21,14,64.92,441,162,0,667.92
7353,Diesel,528,Normal,Female,Vegetarian,No,Private,CNG,Rarely,Extra Large,8,No,2,28,94.336,42,108,3.2,247.536
7354,CNG,1465,Overweight,Male,Omnivore,Never,Private,CNG,Frequently,Small,1,Yes,12,26,197.775,252,225,0.4,675.175
7355,Petrol,2415,Normal,Male,Vegan,No,Public,Electric,Never,Small,3,No,14,6,464.8875,294,63,1.2,823.0875
7356,Electric,2500,Overweight,Female,Vegan,Often,Public,CNG,Rarely,Medium,8,Yes,0,12,300,0,63,3.2,366.2
7357,CNG,2561,Obese,Female,Omnivore,No,Public,None,Never,Medium,7,No,15,13,345.735,315,225,2.8,888.535
7358,Diesel,1419,Normal,Female,Omnivore,Never,Private,Petrol,Very Frequently,Large,7,Yes,1,29,253.528,21,225,2.8,502.328
7359,Diesel,1317,Underweight,Female,Vegan,No,Private,Diesel,Never,Medium,3,No,5,21,235.304,105,63,1.2,404.504
7360,Electric,2008,Obese,Female,Vegetarian,No,Public,CNG,Frequently,Extra Large,0,No,0,28,240.96,0,108,0,348.96
7361,Electric,1712,Overweight,Female,Vegetarian,Often,Private,CNG,Never,Medium,9,Yes,21,10,205.44,441,108,3.6,758.04
7362,Electric,1371,Normal,Male,Pescatarian,Never,Walk/Bicycle,CNG,Never,Extra Large,3,No,16,17,164.52,336,162,1.2,663.72
7363,Electric,794,Overweight,Male,Vegan,Never,Private,Diesel,Very Frequently,Extra Large,2,No,16,12,95.28,336,63,0.8,495.08
7364,Electric,1363,Overweight,Male,Omnivore,Often,Private,None,Frequently,Large,2,Yes,21,11,163.56,441,225,0.8,830.36
7365,Petrol,1537,Normal,Male,Omnivore,No,Private,CNG,Rarely,Extra Large,0,Yes,0,1,295.8725,0,225,0,520.8725
7366,Petrol,1094,Normal,Male,Omnivore,No,Private,Petrol,Never,Medium,8,No,15,9,210.595,315,225,3.2,753.795
7367,CNG,1682,Overweight,Female,Omnivore,Never,Public,Electric,Never,Extra Large,2,Yes,8,21,227.07,168,225,0.8,620.87
7368,Diesel,2017,Overweight,Female,Vegan,No,Walk/Bicycle,Diesel,Rarely,Small,3,No,1,10,360.3706667,21,63,1.2,445.5706667
7369,Petrol,1852,Obese,Male,Vegetarian,Often,Public,None,Frequently,Extra Large,0,Yes,20,15,356.51,420,108,0,884.51
7370,Petrol,1113,Underweight,Female,Pescatarian,Never,Private,Petrol,Rarely,Medium,2,No,4,16,214.2525,84,162,0.8,461.0525
7371,Petrol,2372,Overweight,Male,Vegetarian,No,Private,Diesel,Never,Large,0,No,7,13,456.61,147,108,0,711.61
7372,CNG,2103,Underweight,Female,Pescatarian,Often,Private,Diesel,Never,Medium,3,No,0,21,283.905,0,162,1.2,447.105
7373,Electric,2083,Obese,Male,Omnivore,Often,Private,Electric,Frequently,Medium,9,No,8,20,249.96,168,225,3.6,646.56
7374,CNG,2092,Underweight,Male,Omnivore,Never,Private,Electric,Very Frequently,Medium,6,No,13,12,282.42,273,225,2.4,782.82
7375,Diesel,1655,Underweight,Male,Vegan,Never,Walk/Bicycle,None,Frequently,Small,9,No,16,16,295.6933333,336,63,3.6,698.2933333
7376,Diesel,964,Obese,Female,Omnivore,No,Public,CNG,Rarely,Large,7,Yes,4,4,172.2346667,84,225,2.8,484.0346667
7377,Diesel,1979,Overweight,Female,Vegan,No,Private,Electric,Frequently,Small,7,No,7,3,353.5813333,147,63,2.8,566.3813333
7378,Diesel,1790,Underweight,Male,Vegan,No,Walk/Bicycle,None,Rarely,Extra Large,0,Yes,16,24,319.8133333,336,63,0,718.8133333
7379,Petrol,2942,Overweight,Female,Vegan,Often,Public,Diesel,Very Frequently,Extra Large,5,Yes,20,10,566.335,420,63,2,1051.335
7380,Petrol,2793,Overweight,Male,Omnivore,Often,Public,CNG,Very Frequently,Small,7,No,11,16,537.6525,231,225,2.8,996.4525
7381,CNG,1067,Normal,Male,Omnivore,No,Public,Petrol,Rarely,Large,9,Yes,18,25,144.045,378,225,3.6,750.645
7382,Electric,537,Overweight,Female,Vegetarian,Never,Private,Diesel,Never,Extra Large,9,Yes,7,2,64.44,147,108,3.6,323.04
7383,Diesel,744,Overweight,Male,Pescatarian,Often,Private,None,Rarely,Large,7,Yes,18,1,132.928,378,162,2.8,675.728
7384,CNG,520,Underweight,Male,Vegetarian,Often,Walk/Bicycle,Petrol,Rarely,Small,8,No,11,26,70.2,231,108,3.2,412.4
7385,Petrol,1633,Overweight,Male,Omnivore,No,Walk/Bicycle,Diesel,Frequently,Extra Large,7,Yes,7,0,314.3525,147,225,2.8,689.1525
7386,Petrol,2129,Overweight,Female,Pescatarian,Never,Public,Electric,Very Frequently,Small,4,No,10,17,409.8325,210,162,1.6,783.4325
